agent_level,title,dob,gender,marital_status,date_joined,status,substatus,termination_date,city_name,cluster_code,agent_code,supervisor_code,zone_code,region_code,designation
L2,Mr.,1982/06/01,Male,Married,2020/06/12,INFORCED,ACTIVE,,Pita Kotte,LA01002,AG102737,AG107589,ZONE114,RA259,Advisor
L2,Mr.,1990/01/01,Male,Married,2020/07/16,TERMINATED,AUTOTERMINATED,2020/12/31,Maharagama,LA01001,AG107647,AG100003,ZONE104,RA263,Advisor
L2,Mrs.,1989/10/01,Female,,2020/07/22,TERMINATED,AUTOTERMINATED,2021/02/22,Kadawatha,LA01001,AG103980,AG104010,ZONE104,RA264,Advisor
L2,Mr.,1973/06/01,Male,Married,2020/07/31,INFORCED,ACTIVE,,Kurunegala,LA01001,AG101225,AG100450,ZONE103,RA219,Advisor
L2,Mr.,1996/12/01,Male,Single,2020/11/05,INFORCED,ACTIVE,,Ranna,LA01002,AG106174,AG100040,ZONE111,RA266,Advisor
L2,Mr.,1999/03/01,Male,Single,2020/12/09,TERMINATED,RESIGNED UNAPPROVED,2021/01/27,Gintota,LA01002,AG109084,AG102870,ZONE111,RA230,Advisor
L3,Mr.,1984/10/01,Male,Married,2021/02/24,INFORCED,ACTIVE,,Hokandara,LA01001,AG103651,AG101697,ZONE104,RA263,Team Leader
L2,Ms.,2001/05/01,Female,Single,2021/02/28,INFORCED,ACTIVE,,Nikaweratiya,LA01002,AG103274,AG104405,ZONE113,RA234,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2021/01/12,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L2,Mr.,1981/01/01,Male,,2018/04/05,TERMINATED,RESIGNED APPROVED,2018/10/26,Colombo 03,LB01001,,,,,Advisor
L2,Ms.,1997/11/01,Female,Single,2021/03/04,INFORCED,ACTIVE,,Gonapola Junction,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1981/10/01,Male,Single,2019/10/28,INFORCED,ACTIVE,,Boralesgamuwa,LA01001,,,,,
L1,Ms.,1990/12/01,Female,,2020/11/11,INFORCED,ACTIVE,,KURUNEGALA,LA01001,,,,,
L1,Mrs.,,,,2020/11/14,INFORCED,ACTIVE,,JAFFNA,LA01004,,,,,
L1,Mr.,,,,2020/11/16,INFORCED,ACTIVE,,Yogiyana,LA01002,,,,,
L1,Mrs.,,,,2020/11/24,INFORCED,ACTIVE,,BATTARAMULLA,LA01001,,,,,
L1,Mr.,,,,2020/12/23,INFORCED,ACTIVE,,wariyapola,LA01002,,,,,
L2,Ms.,1992/09/01,Female,,2017/06/14,TERMINATED,RESIGNED APPROVED,2020/07/30,Colombo 03,LB02001,,,,,Advisor
L2,Mr.,1984/01/01,Male,Married,2018/05/08,INFORCED,ACTIVE,,Malabe,LB02001,,,,,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2001/12/14,TERMINATED,AUTOTERMINATED,2020/05/12,Colombo 03,LA01006,,,,,
L1,,,,,2001/12/14,TERMINATED,TERMINATED BY SFA,2020/08/26,Colombo 03,LA01002,,,,,
L2,Ms.,1996/10/01,Female,,2018/03/07,TERMINATED,RESIGNED APPROVED,2018/08/06,Colombo 03,LB07001,,,,,Advisor
L2,Mrs.,1962/11/01,Female,,2002/10/28,INFORCED,ACTIVE,,Kurunegala,LA01001,AG105897,AG104791,ZONE103,RA273,Advisor
L3,Mr.,1992/09/01,Male,,2015/05/21,INFORCED,ACTIVE,,Yatiyana,LA01002,AG101378,AG101697,ZONE111,RA207,Team Leader
L2,Mr.,1984/11/01,Male,,2017/03/24,INFORCED,ACTIVE,,Uswetakeiyawa,LA01001,AG104780,AG109116,ZONE106,RA224,Advisor
L2,Ms.,1995/06/01,Female,,2017/04/25,TERMINATED,AUTOTERMINATED,2018/08/14,Weligama,LA01002,AG103080,AG101125,ZONE111,RA217,Advisor
L2,Mr.,1961/05/01,Male,,2010/10/26,TERMINATED,RESIGNED UNAPPROVED,2018/10/26,Ambalangoda,LA01002,AG105279,AG103557,ZONE109,RA227,Advisor
L2,Mrs.,1982/10/01,Female,,2017/11/27,TERMINATED,AUTOTERMINATED,2018/10/31,Colombo 03,LA01002,AG101006,AG105097,ZONE105,RA236,Advisor
L2,Ms.,1989/04/01,Female,,2017/10/16,INFORCED,ACTIVE,,Colombo 03,LA01002,AG102984,AG104014,ZONE111,RA228,Advisor
L2,Ms.,1996/03/01,Female,,2018/04/19,TERMINATED,RESIGNED APPROVED,2019/01/07,Colombo 03,LA01006,AG104989,AG105986,ZONE102,RA271,Advisor
L2,Mr.,1993/08/01,Male,,2018/06/11,TERMINATED,TERMINATED BY SFA,2019/03/29,Colombo 03,LA01001,AG100396,AG107163,ZONE103,RA268,Advisor
L2,Mr.,1953/02/01,Male,,2018/06/26,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG105112,AG101945,ZONE103,RA273,Advisor
L2,Mr.,1977/10/01,Male,Married,2018/08/22,SUSPENDED,SUSPENDED GENERAL,,Colombo 13,LA01001,AG108726,AG101697,ZONE110,RA248,Advisor
L2,Mr.,1984/01/01,Male,Married,2019/04/26,TERMINATED,TERMINATED BY SFA,2019/07/26,Millaniya,LA01001,AG108697,AG108646,ZONE104,RA283,Advisor
L2,Mrs.,1981/09/01,Female,Married,2019/05/28,TERMINATED,AUTOTERMINATED,2019/11/25,Melsiripura,LA01001,AG105766,AG107163,ZONE103,RA268,Advisor
L6,Mr.,1981/02/01,Male,Married,2019/07/25,INFORCED,ACTIVE,,Anuradhapura,LA01006,AG107276,AG101697,ZONE102,RA256,Regional Manager
L2,Mrs.,1975/04/01,Female,Married,2019/08/13,TERMINATED,RESIGNED UNAPPROVED,2020/05/27,Padukka,LA01002,AG107132,AG102615,ZONE114,RA247,Advisor
L2,Mrs.,1987/05/01,Female,Married,2019/09/24,TERMINATED,RESIGNED UNAPPROVED,2020/03/03,Medawachchiya,LA01006,AG101492,AG101407,ZONE102,RA256,Advisor
L2,Mr.,1994/02/01,Male,Single,2019/10/25,INFORCED,ACTIVE,,Batticaloa,LA01004,AG107938,AG108674,ZONE107,RA272,Advisor
L2,Mr.,1968/02/01,Male,Married,2019/12/30,TERMINATED,RESIGNED UNAPPROVED,2020/09/25,Ragama,LA01001,AG102604,AG106186,ZONE106,RA224,Advisor
L2,Ms.,1998/10/01,Female,Single,2020/07/25,TERMINATED,RESIGNED APPROVED,2020/10/06,Ambalantota,LA01002,AG108296,AG108906,ZONE111,RA228,Advisor
L2,Mrs.,1990/03/01,Female,Married,2020/07/27,INFORCED,ACTIVE,,Ambalantota,LA01002,AG108533,AG104014,ZONE111,RA228,Advisor
L2,Mrs.,1979/06/01,Female,Married,2020/08/12,INFORCED,ACTIVE,,Maho,LA01002,AG106941,AG102011,ZONE113,RA291,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB02001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB04001,,,,,
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1999/01/01,Male,,1987/10/04,INFORCED,ACTIVE,,Colombo 13,LC01001,,,,,
L1,Mr.,1990/08/01,Male,,2017/01/26,INFORCED,ACTIVE,,Kottawa,LA01002,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Ms.,1999/06/01,Female,,2020/11/13,TERMINATED,TERMINATED BY SFA,2021/01/25,Ampara,LA01002,,,,,
L1,Mr.,,,,2020/11/24,TERMINATED,AUTOTERMINATED,2021/01/21,KOSGAMA,LA01001,,,,,
L1,Mrs.,,,,2021/02/06,TERMINATED,TERMINATED BY SFA,2021/02/25,HETTIPOLA,LA01002,,,,,
L2,Mr.,1993/08/01,Male,,2018/02/08,TERMINATED,RESIGNED APPROVED,2019/07/01,Colombo 03,LB02001,,,,,Advisor
L1,,,,,2001/12/14,TERMINATED,AUTOTERMINATED,2020/05/12,Colombo 03,LA01001,,,,,
L11,Miss.,,Female,,,INFORCED,,,,,,,,,National Manager
L3,Mr.,1991/02/01,Male,,2017/10/11,INFORCED,ACTIVE,,Colombo 06,LA01001,AG101504,AG105833,ZONE110,RA281,Team Leader
L2,Mr.,1985/12/01,Male,,2012/06/26,INFORCED,ACTIVE,,Ranna,LA01002,AG104246,AG100729,ZONE111,RA266,Advisor
L2,Mr.,1985/04/01,Male,,2013/10/30,TERMINATED,AUTOTERMINATED,2019/07/23,Badalkumbura,LA01002,AG107809,AG107931,ZONE105,RA262,Advisor
L2,Mrs.,1978/12/01,Female,,2015/04/06,TERMINATED,RESIGNED UNAPPROVED,2019/05/08,Mawanella,LA01001,AG105529,AG108546,ZONE103,RA267,Advisor
L2,Mrs.,1962/05/01,Female,,2016/05/19,INFORCED,ACTIVE,,Pita Kotte,LA01002,AG101567,AG100296,ZONE114,RA247,Advisor
L2,Mr.,1961/01/01,Male,,2016/11/25,TERMINATED,RESIGNED UNAPPROVED,2018/09/26,Bandarawela,LA01001,AG102219,AG108376,ZONE115,RA288,Advisor
L2,Mr.,1987/06/01,Male,,2016/11/28,INFORCED,ACTIVE,,Ambepussa,LA01001,AG103033,AG103749,ZONE106,RA211,Advisor
L2,Mr.,1984/09/01,Male,,2011/11/18,INFORCED,ACTIVE,,Imbulgoda,LA01001,AG101566,AG103919,ZONE106,RA229,Advisor
L2,Mrs.,1981/10/01,Female,,2017/06/26,TERMINATED,AUTOTERMINATED,2019/07/25,Tangalla,LA01002,AG102437,AG100729,ZONE111,RA266,Advisor
L2,Mrs.,1987/07/01,Female,,2018/03/14,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01001,AG108974,AG105503,ZONE115,RA255,Advisor
L2,Mrs.,1970/09/01,Female,,2018/06/26,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01002,AG100509,AG101489,ZONE111,RA217,Advisor
L2,Mr.,1982/12/01,Male,,2012/11/15,TERMINATED,AUTOTERMINATED,2019/05/02,Colombo 03,LA01002,AG101074,AG103943,ZONE113,RA232,Advisor
L2,Mr.,1969/02/01,Male,Married,2018/08/14,TERMINATED,TERMINATED BY SFA,2018/12/12,Hakmana,LA01005,AG105181,AG105994,ZONE100,RA226,Advisor
L2,Mrs.,1980/11/01,Female,Married,2018/06/18,TERMINATED,RESIGNED APPROVED,2019/07/09,Ambanpola,LA01002,AG102986,AG102011,ZONE113,RA291,Advisor
L2,Mr.,1999/07/01,Male,Single,2019/04/17,TERMINATED,RESIGNED APPROVED,2019/07/11,Puttalam,LA01002,AG102003,AG108861,ZONE113,RA210,Advisor
L2,Mr.,1985/12/01,Male,,2019/07/02,INFORCED,ACTIVE,,Puttalam,LA01002,AG104182,AG105426,ZONE113,RA210,Advisor
L2,Ms.,1997/07/01,Female,Single,2019/07/18,TERMINATED,RESIGNED UNAPPROVED,2019/08/28,Kandy,LA01001,AG104004,AG108991,ZONE115,RA221,Advisor
L2,Mrs.,1985/04/01,Female,Married,2019/08/23,TERMINATED,RESIGNED UNAPPROVED,2020/09/23,Watinapaha,LA01001,AG102019,AG106637,ZONE106,RA203,Advisor
L2,Mr.,1998/11/01,Male,Single,2019/08/26,TERMINATED,AUTOTERMINATED,2019/10/31,Jaffna,LA01004,AG100315,AG101284,ZONE101,RA215,Advisor
L6,Mr.,1969/07/01,Male,Married,2019/08/27,INFORCED,ACTIVE,,Warakapola,LA01001,AG100652,AG101697,ZONE103,RA267,Regional Manager
L3,Mr.,1977/01/01,Male,Married,2019/11/19,TERMINATED,RESIGNED UNAPPROVED,2020/06/09,Pamunugama,LA01001,AG100671,AG101697,ZONE104,RA243,Team Leader
L2,Ms.,1998/05/01,Female,,2020/10/19,INFORCED,ACTIVE,,Kurunegala,LA01001,AG104819,AG106099,ZONE103,RA218,Advisor
L2,Mr.,1973/09/01,Male,Married,2021/01/13,INFORCED,ACTIVE,,Negombo,LA01001,AG102750,AG109036,ZONE106,RA203,Advisor
L2,Ms.,2000/04/01,Female,Single,2021/01/30,INFORCED,ACTIVE,,Colombo 06,LA01001,AG104313,AG109141,ZONE110,RA201,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01002,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01001,,,,,
L1,,,,,2011/02/28,INFORCED,ACTIVE,,Colombo 02,LC01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB04001,,,,,
L2,Ms.,1997/04/01,Female,Single,2019/07/08,TERMINATED,RESIGNED APPROVED,2020/03/30,Negombo,LB01001,,,,,Advisor
L1,Mr.,1994/01/01,Male,,2017/01/08,INFORCED,ACTIVE,,Kotagala,LA01001,,,,,
L1,Mrs.,1982/02/01,Female,,2016/07/29,INFORCED,ACTIVE,,Ragama,LA01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Ms.,,,,2020/11/24,TERMINATED,AUTOTERMINATED,2021/01/21,PILIYANDAL,LA01001,,,,,
L1,Mr.,,,,2020/11/25,TERMINATED,TERMINATED BY SFA,2021/01/29,BATTICALOA,LA01004,,,,,
L1,Mr.,,,,2020/11/28,TERMINATED,AUTOTERMINATED,2021/03/14,EHELIYAGODA,LA01002,,,,,
L1,Mr.,,,,2020/11/28,TERMINATED,AUTOTERMINATED,2021/03/14,Polgasowita,LA01002,,,,,
L2,Mr.,1999/09/01,Male,Single,2020/06/16,INFORCED,ACTIVE,,Deniyaya,LB02001,,,,,Advisor
L1,,,,,2019/02/28,TERMINATED,AUTOTERMINATED,2020/01/14,Colombo 03,LA01005,,,,,
L3,Mr.,1991/10/01,Male,,2018/02/20,TERMINATED,RESIGNED APPROVED,2018/08/31,Colombo 03,LB05001,,,,,Team Leader
L3,Mr.,1986/07/01,Male,,2011/07/07,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,Team Leader
L9,Mr.,,Male,,,INFORCED,,,,LA01006,,,,,Sub Channel Manager
L7,Miss.,,Female,,,INFORCED,,,,LA01002,,,,,Zonal Manager
L2,Mrs.,1968/11/01,Female,,2013/03/25,INFORCED,ACTIVE,,Haburugala,LA01002,AG102721,AG109031,ZONE109,RA244,Advisor
L2,Mrs.,1962/04/01,Female,,2014/01/27,TERMINATED,AUTOTERMINATED,2020/10/15,Maeliya,LA01001,AG106310,AG100150,ZONE103,RA202,Advisor
L2,Mr.,1985/01/01,Male,,2005/06/20,INFORCED,ACTIVE,,Allaipiddi,LA01004,AG104971,AG105983,ZONE101,RA215,Advisor
L2,Mrs.,1953/07/01,Female,,2015/07/21,TERMINATED,RESIGNED UNAPPROVED,2018/11/16,Kotiyakumbura,LA01001,AG108958,AG101448,ZONE103,RA267,Advisor
L2,Mr.,1995/11/01,Male,,2015/07/21,TERMINATED,TERMINATED BY SFA,2019/10/15,Valaichenai,LA01004,AG103748,AG108674,ZONE107,RA272,Advisor
L2,Mr.,1989/10/01,Male,,2015/08/07,TERMINATED,TERMINATED BY SFA,2018/11/30,Madapatha,LA01001,AG101722,AG102063,ZONE104,RA280,Advisor
L2,Mr.,1983/10/01,Male,,2005/02/18,INFORCED,ACTIVE,,Wellawaya,LA01002,AG103515,AG107931,ZONE105,RA262,Advisor
L2,Mr.,1954/12/01,Male,,2016/07/27,INFORCED,ACTIVE,,Metiyagane,LA01001,AG100144,AG107935,ZONE103,RA273,Advisor
L3,Mr.,1968/06/01,Male,,2000/01/13,INFORCED,ACTIVE,,Homagama,LA01001,AG100875,AG108339,ZONE110,RA248,Team Leader
L2,Ms.,1994/07/01,Female,,2017/05/17,TERMINATED,AUTOTERMINATED,2018/10/31,Adampan,LA01004,AG107070,AG103073,ZONE101,RA265,Advisor
L2,Ms.,1994/05/01,Female,,2017/09/28,TERMINATED,AUTOTERMINATED,2021/02/28,Pitabeddara,LA01002,AG104232,AG106889,ZONE111,RA207,Advisor
L2,Mr.,1973/11/01,Male,,2018/05/22,TERMINATED,AUTOTERMINATED,2019/05/07,Colombo 03,LA01002,AG103291,AG102880,ZONE111,RA258,Advisor
L2,Mr.,1991/10/01,Male,,2018/05/14,TERMINATED,RESIGNED UNAPPROVED,2019/01/08,Colombo 03,LA01004,AG105844,AG101948,ZONE101,RA251,Advisor
L2,Mrs.,1985/08/01,Female,,2018/05/22,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01002,AG104107,AG104981,ZONE111,RA228,Advisor
L2,Mr.,1992/12/01,Male,,2018/06/08,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG107504,AG103774,ZONE103,RA212,Advisor
L2,Mr.,1985/08/01,Male,,2018/06/28,TERMINATED,AUTOTERMINATED,2019/07/25,Colombo 03,LA01002,AG105235,AG104551,ZONE114,RA270,Advisor
L2,Mr.,1973/10/01,Male,Married,2019/01/03,TERMINATED,AUTOTERMINATED,2019/03/31,Warakapola,LA01001,AG100437,AG108624,ZONE103,RA267,Advisor
L2,Mr.,1999/05/01,Male,Single,2019/05/08,INFORCED,ACTIVE,,Gampola,LA01001,AG100161,AG103869,ZONE115,RA255,Advisor
L2,Mr.,1997/11/01,Male,Single,2019/08/13,INFORCED,ACTIVE,,Vavuniya,LA01004,AG108699,AG101815,ZONE101,RA253,Advisor
L3,Mr.,1987/06/01,Male,Married,2019/12/27,INFORCED,ACTIVE,,Homagama,LA01001,AG103286,AG105833,ZONE110,RA281,Team Leader
L2,Mrs.,1966/12/01,Female,Married,2020/02/18,TERMINATED,TERMINATED BY SFA,2020/11/13,Angoda,LA01002,AG107623,AG108431,ZONE114,RA257,Advisor
L2,Ms.,2000/04/01,Female,Single,2020/09/21,INFORCED,ACTIVE,,Boossa,LA01002,AG105369,AG101223,ZONE111,RA223,Advisor
L2,Mr.,1974/11/01,Male,Married,2020/10/12,INFORCED,ACTIVE,,Kegalle,LA01001,AG107314,AG109113,ZONE103,RA267,Advisor
L2,Mrs.,1992/06/01,Female,Married,2020/12/09,INFORCED,ACTIVE,,Tanamalwila,LA01002,AG104765,AG107219,ZONE111,RA258,Advisor
L2,Mr.,1989/11/01,Male,Single,2021/01/25,INFORCED,ACTIVE,,Ja-Ela,LA01001,AG103512,AG105700,ZONE104,RA280,Advisor
L2,Mr.,1992/03/01,Male,Single,2021/03/10,INFORCED,ACTIVE,,Point Pedro,LA01004,AG103704,AG104596,ZONE101,RA206,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LA01006,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB05001,,,,,
L2,Ms.,1992/01/01,Female,Single,2018/10/31,TERMINATED,RESIGNED APPROVED,2019/12/31,Godakawela,LB01001,,,,,Advisor
L2,Ms.,1999/07/01,Female,Single,2019/02/11,TERMINATED,RESIGNED APPROVED,2019/12/30,Eheliyagoda,LB01001,,,,,Advisor
L2,Ms.,1999/08/01,Female,Single,2020/07/06,TERMINATED,RESIGNED APPROVED,2020/12/31,Colombo 15,LB01001,,,,,Advisor
L2,Ms.,1995/10/01,Female,Single,2020/07/06,TERMINATED,RESIGNED APPROVED,2020/07/30,Homagama,LB01001,,,,,Advisor
L1,,,,,2021/03/17,INFORCED,ACTIVE,,Colombo 03,LC04001,,,,,
L1,Mr.,1999/01/01,Male,,1992/03/24,INFORCED,ACTIVE,,Colombo 05,LC01001,,,,,
L1,Mrs.,1999/01/01,Female,,1993/02/23,INFORCED,ACTIVE,,Hingurakgoda,LC01001,,,,,
L1,Mr.,1990/05/01,Male,,2015/05/29,INFORCED,ACTIVE,,Colombo 03,LC01001,,,,,
L1,Mr.,1983/12/01,Male,,2015/03/09,INFORCED,ACTIVE,,Ganemulla,LA01001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,,,,,2019/01/19,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L1,Mr.,,,,2020/11/17,TERMINATED,AUTOTERMINATED,2020/12/10,Devinuwara,LA01002,,,,,
L1,Mr.,,,,2020/11/23,TERMINATED,TERMINATED BY SFA,2021/02/28,KADAWATHA,LA01002,,,,,
L1,Mrs.,,,,2020/11/29,TERMINATED,AUTOTERMINATED,2021/01/31,ELLA,LA01002,,,,,
L2,Ms.,1990/10/01,Female,Single,2018/12/10,TERMINATED,RESIGNED APPROVED,2019/02/28,Polonnaruwa,LB02001,,,,,Advisor
L2,Mr.,1996/10/01,Male,Single,2019/11/04,TERMINATED,RESIGNED APPROVED,2019/12/31,Kandy,LB05001,,,,,Advisor
L2,Ms.,1988/06/01,Female,Single,2020/01/27,INFORCED,ACTIVE,,Kuliyapitiya,LB07001,,,,,Advisor
L2,Mr.,1996/12/01,Male,,2017/12/14,TERMINATED,RESIGNED APPROVED,2018/09/28,Colombo 03,LB03001,,,,,Advisor
L11,Mr.,,Male,,,INFORCED,,,,,,,,,National Manager
L2,Mr.,,Male,,,INFORCED,,,,,,,,,Advisor
L2,Mr.,1974/03/01,Male,,2013/03/25,INFORCED,ACTIVE,,Allaipiddi,LA01004,AG100340,AG107242,ZONE101,RA206,Advisor
L3,Mr.,1981/09/01,Male,,2002/01/23,TERMINATED,AUTOTERMINATED,2019/03/31,Ampagala,LA01001,AG102005,AG101697,ZONE103,RA267,Team Leader
L2,Mrs.,1975/06/01,Female,,2016/03/11,TERMINATED,TERMINATED BY SFA,2020/02/22,Tissamaharama,LA01002,AG100453,AG101697,ZONE111,RA258,Advisor
L2,Mrs.,1989/08/01,Female,,2017/07/19,TERMINATED,AUTOTERMINATED,2019/10/22,Gallella,LA01002,AG100104,AG106128,ZONE114,RA269,Advisor
L3,Mr.,1981/11/01,Male,,2017/12/04,TERMINATED,AUTOTERMINATED,2018/08/30,Colombo 03,LA01001,AG100143,AG101697,ZONE103,RA267,Team Leader
L2,Ms.,1997/01/01,Female,,2018/02/20,TERMINATED,AUTOTERMINATED,2019/10/21,Colombo 03,LA01004,AG102861,AG103073,ZONE101,RA265,Advisor
L2,Mrs.,1989/02/01,Female,,2018/03/26,TERMINATED,RESIGNED UNAPPROVED,2018/10/29,Colombo 03,LA01001,AG105939,AG105611,ZONE106,RA204,Advisor
L2,Mr.,1997/04/01,Male,,2018/04/20,TERMINATED,RESIGNED APPROVED,2018/09/13,Colombo 03,LA01002,AG105510,AG102545,ZONE111,RA228,Advisor
L2,Mr.,1974/07/01,Male,,2018/04/25,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 03,LA01001,AG107986,AG101539,ZONE106,RA204,Advisor
L2,Mrs.,1974/09/01,Female,,2018/04/25,TERMINATED,AUTOTERMINATED,2019/07/19,Colombo 03,LA01001,AG100852,AG106508,ZONE106,RA203,Advisor
L2,Mr.,1994/03/01,Male,,2018/06/21,TERMINATED,AUTOTERMINATED,2019/03/31,Colombo 03,LA01001,AG103387,AG107825,ZONE115,RA222,Advisor
L2,Mr.,1986/04/01,Male,,2018/07/20,SUSPENDED,SUSPENDED GENERAL,,Colombo 03,LA01002,AG100006,AG101697,ZONE105,RA236,Advisor
L2,Ms.,1993/02/01,Female,,2018/07/24,TERMINATED,RESIGNED UNAPPROVED,2018/11/19,Colombo 03,LA01004,AG108660,AG106570,ZONE101,RA250,Advisor
L2,Mrs.,1962/11/01,Female,Married,2018/08/21,TERMINATED,RESIGNED APPROVED,2018/09/12,Galle,LA01002,AG102603,AG101927,ZONE111,RA278,Advisor
L2,Ms.,1972/02/01,Female,Married,2018/10/18,TERMINATED,RESIGNED UNAPPROVED,2020/08/12,Mannar,LA01004,AG103835,AG103073,ZONE101,RA265,Advisor
L2,Mrs.,1975/03/01,Female,Married,2018/10/25,TERMINATED,AUTOTERMINATED,2019/07/25,Colombo 09,LA01001,AG108178,AG104988,ZONE110,RA275,Advisor
L2,Mr.,1983/01/01,Male,Married,2018/12/07,TERMINATED,AUTOTERMINATED,2019/09/30,Vavuniya,LA01004,AG102512,AG105394,ZONE101,RA253,Advisor
L2,Mr.,1989/07/01,Male,Married,2019/01/08,TERMINATED,AUTOTERMINATED,2019/07/23,Nugegoda,LA01001,AG107882,AG104678,ZONE103,RA219,Advisor
L2,Mr.,1998/08/01,Male,Single,2019/02/22,TERMINATED,AUTOTERMINATED,2019/07/19,Mannar,LA01004,AG107416,AG103154,ZONE101,RA265,Advisor
L2,Mr.,1990/09/01,Male,Married,2019/02/22,TERMINATED,AUTOTERMINATED,2019/07/25,Kalawana,LA01002,AG107458,AG107599,ZONE114,RA269,Advisor
L2,Mrs.,1987/08/01,Female,Married,2019/08/29,TERMINATED,RESIGNED APPROVED,2020/01/27,Kuliyapitiya,LA01001,AG102520,AG103774,ZONE103,RA212,Advisor
L2,Mrs.,1955/07/01,Female,,2019/08/29,TERMINATED,RESIGNED UNAPPROVED,2019/12/09,Kandy,LA01001,AG103751,AG103629,ZONE115,RA221,Advisor
L2,Mr.,1991/09/01,Male,,2019/12/03,TERMINATED,RESIGNED APPROVED,2020/05/28,Jaffna,LA01004,AG102774,AG107892,ZONE101,RA241,Advisor
L3,Mr.,1989/04/01,Male,Single,2020/02/17,INFORCED,ACTIVE,,Ambalangoda,LA01002,AG104035,AG101697,ZONE109,RA227,Team Leader
L3,Mr.,1995/03/01,Male,,2020/06/22,INFORCED,ACTIVE,,Pallama,LA01002,AG108112,AG106505,ZONE113,RA232,Team Leader
L2,Mr.,1958/05/01,Male,Married,2020/07/05,SUSPENDED,SUSPENDED GENERAL,,Matara,LA01002,AG103362,AG101064,ZONE111,RA207,Advisor
L2,Mrs.,1983/10/01,Female,Married,2020/09/18,INFORCED,ACTIVE,,Ambalantota,LA01002,AG103419,AG100729,ZONE111,RA266,Advisor
L3,Mr.,1995/11/01,Male,Single,2020/10/09,INFORCED,ACTIVE,,Embilipitiya,LA01001,AG101907,AG107963,ZONE104,RA263,Team Leader
L2,Ms.,2000/10/01,Female,,2020/10/16,INFORCED,ACTIVE,,Boossa,LA01002,AG104087,AG101223,ZONE111,RA223,Advisor
L2,Mr.,1999/12/01,Male,Single,2020/11/18,TERMINATED,RESIGNED UNAPPROVED,2021/02/24,Dehiwala,LA01001,AG109098,AG107006,ZONE110,RA225,Advisor
L2,Mr.,1992/06/01,Male,Married,2020/12/10,INFORCED,ACTIVE,,Mannar,LA01004,AG107679,AG103073,ZONE101,RA265,Advisor
L2,Mr.,1994/09/01,Male,Single,2021/02/11,INFORCED,ACTIVE,,Pelmadulla,LA01002,AG102678,AG104896,ZONE114,RA269,Advisor
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2001/12/14,INFORCED,ACTIVE,,Colombo 03,LB01001,,,,,
L1,,,,,2021/03/09,INFORCED,ACTIVE,,Colombo 03,LB03001,,,,,
L2,Ms.,1997/02/01,Female,,2017/09/26,TERMINATED,RESIGNED APPROVED,2018/08/30,Giriulla,LB01001,,,,,Advisor
